# primary_source, primary_data_type, primary_descriptor, dependent_source, dependent_data_type, dependent_descriptor, relationship, dependency_type

# <---- CoDICE Dependencies ---->

codice, l0, raw, codice, l1a, all, HARD, DOWNSTREAM
swapi, ancillary, energy-gf-lut, swapi, l3b, combined, HARD, DOWNSTREAM

# <---- SWE Dependencies ---->

swe, l0, raw, swe, l1a, sci, HARD, DOWNSTREAM
leapseconds, spice, historical, swe, l1a, sci, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, swe, l1a, sci, HARD_NO_TRIGGER, DOWNSTREAM

swe, l1a, sci, swe, l1b, sci, HARD, DOWNSTREAM
swe, ancillary, l1b-in-flight-cal, swe, l1b, sci, HARD, DOWNSTREAM
swe, ancillary, esa-lut, swe, l1b, sci, HARD, DOWNSTREAM
swe, ancillary, eu-conversion, swe, l1b, sci, HARD, DOWNSTREAM
leapseconds, spice, historical, swe, l1b, sci, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, swe, l1b, sci, HARD_NO_TRIGGER, DOWNSTREAM

swe, l1b, sci, swe, l2, sci, HARD, DOWNSTREAM
spin, spin, historical, swe, l2, sci, HARD, DOWNSTREAM

swe, l1b, sci, swe, l3, sci, HARD, DOWNSTREAM
swe, l2, sci, swe, l3, sci, HARD, DOWNSTREAM
swe, ancillary, config, swe, l3, sci, HARD, DOWNSTREAM
swapi, l3a, proton-sw, swe, l3, sci, HARD, DOWNSTREAM
mag, l1d, norm-mago, swe, l3, sci, HARD, DOWNSTREAM
imap_frames, spice, historical, swe, l3, sci, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, swe, l3, sci, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, swe, l3, sci, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, swe, l3, sci, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, swe, l3, sci, HARD_NO_TRIGGER, DOWNSTREAM

# <---- ULTRA Dependencies ---->

ultra, l0, raw, ultra, l1a, all, HARD, DOWNSTREAM
leapseconds, spice, historical, ultra, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l1a, all, HARD_NO_TRIGGER, DOWNSTREAM

# Ultra-45 products
ultra, l1a, 45sensor-de, ultra, l1b, 45sensor-de, HARD, DOWNSTREAM
ultra, l1a, 45sensor-params, ultra, l1b, 45sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1a, 45sensor-rates, ultra, l1b, 45sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1a, 45sensor-aux,ultra, l1b, 45sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1b, 45sensor-de,ultra, l1b, 45sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1b, 45sensor-extendedspin,ultra, l1b, 45sensor-cullingmask, HARD, DOWNSTREAM
ultra, l1b, 45sensor-extendedspin,ultra, l1b, 45sensor-badtimes, HARD, DOWNSTREAM
ultra, l1b, 45sensor-cullingmask,ultra, l1b, 45sensor-badtimes, HARD, DOWNSTREAM

ultra, ancillary, l1b-45sensor-logistic-interpolation, ultra, l1b, 45sensor-de, HARD, DOWNSTREAM

spacecraft_clock, spice, historical, ultra, l1b, 45sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, ultra, l1b, 45sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, ultra, l1b, 45sensor-de, HARD, DOWNSTREAM
ephemeris_predicted, spice, historical, ultra, l1b, 45sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_90days, spice, historical, ultra, l1b, 45sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, ultra, l1b, 45sensor-de, HARD, DOWNSTREAM
imap_frames, spice, historical, ultra, l1b, 45sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l1b, 45sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
planetary_ephemeris, spice, historical, ultra, l1b, 45sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
pointing_attitude, spice, historical, ultra, l1b, 45sensor-de, HARD, DOWNSTREAM
spin, spin, historical, ultra, l1b, 45sensor-de, HARD, DOWNSTREAM

spin, spin, historical, ultra, l1b, 45sensor-extendedspin, HARD, DOWNSTREAM

ultra, l1b, 45sensor-de, ultra, l1c, 45sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, l1b, 45sensor-extendedspin, ultra, l1c, 45sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, l1b, 45sensor-cullingmask, ultra, l1c, 45sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, l1b, 45sensor-de, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM
ultra, l1b, 45sensor-extendedspin, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM
ultra, l1b, 45sensor-cullingmask, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM
ultra, l1a, 45sensor-histogram, ultra, l1c, 45sensor-histogram, HARD, DOWNSTREAM
ultra, l1b, 45sensor-cullingmask, ultra, l1c, 45sensor-histogram, HARD, DOWNSTREAM

ultra, ancillary, l1c-90sensor-gf, ultra, l1c, 45sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-efficiencies, ultra, l1c, 45sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-dps-exposure, ultra, l1c, 45sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-gf, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-efficiencies, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-dps-exposure, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM

spacecraft_clock, spice, historical, ultra, l1c, 45sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, ultra, l1c, 45sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM
ephemeris_predicted, spice, historical, ultra, l1c, 45sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_90days, spice, historical, ultra, l1c, 45sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM
imap_frames, spice, historical, ultra, l1c, 45sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l1c, 45sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
planetary_ephemeris, spice, historical, ultra, l1c, 45sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
pointing_attitude, spice, historical, ultra, l1c, 45sensor-heliopset, HARD, DOWNSTREAM

# Ultra-90 products
ultra, l1a, 90sensor-de, ultra, l1b, 90sensor-de, HARD, DOWNSTREAM
ultra, l1a, 90sensor-params, ultra, l1b, 90sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1a, 90sensor-rates, ultra, l1b, 90sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1a, 90sensor-aux,ultra, l1b, 90sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1b, 90sensor-de,ultra, l1b, 90sensor-extendedspin, HARD, DOWNSTREAM
ultra, l1b, 90sensor-extendedspin,ultra, l1b, 90sensor-cullingmask, HARD, DOWNSTREAM
ultra, l1b, 90sensor-extendedspin,ultra, l1b, 90sensor-badtimes, HARD, DOWNSTREAM
ultra, l1b, 90sensor-cullingmask,ultra, l1b, 90sensor-badtimes, HARD, DOWNSTREAM

ultra, ancillary, l1b-45sensor-logistic-interpolation, ultra, l1b, 90sensor-de, HARD, DOWNSTREAM

spacecraft_clock, spice, historical, ultra, l1b, 90sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, ultra, l1b, 90sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, ultra, l1b, 90sensor-de, HARD, DOWNSTREAM
ephemeris_predicted, spice, historical, ultra, l1b, 90sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_90days, spice, historical, ultra, l1b, 90sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, ultra, l1b, 90sensor-de, HARD, DOWNSTREAM
imap_frames, spice, historical, ultra, l1b, 90sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l1b, 90sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
planetary_ephemeris, spice, historical, ultra, l1b, 90sensor-de, HARD_NO_TRIGGER, DOWNSTREAM
pointing_attitude, spice, historical, ultra, l1b, 90sensor-de, HARD, DOWNSTREAM
spin, spin, historical, ultra, l1b, 90sensor-de, HARD, DOWNSTREAM

spin, spin, historical, ultra, l1b, 90sensor-extendedspin, HARD, DOWNSTREAM

ultra, l1b, 90sensor-de, ultra, l1c, 90sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, l1b, 90sensor-extendedspin, ultra, l1c, 90sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, l1b, 90sensor-cullingmask, ultra, l1c, 90sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, l1b, 90sensor-de, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM
ultra, l1b, 90sensor-extendedspin, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM
ultra, l1b, 90sensor-cullingmask, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM
ultra, l1a, 90sensor-histogram, ultra, l1c, 90sensor-histogram, HARD, DOWNSTREAM
ultra, l1b, 90sensor-cullingmask, ultra, l1c, 90sensor-histogram, HARD, DOWNSTREAM

ultra, ancillary, l1c-90sensor-gf, ultra, l1c, 90sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-efficiencies, ultra, l1c, 90sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-dps-exposure, ultra, l1c, 90sensor-spacecraftpset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-gf, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-efficiencies, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM
ultra, ancillary, l1c-90sensor-dps-exposure, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM

spacecraft_clock, spice, historical, ultra, l1c, 90sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
leapseconds, spice, historical, ultra, l1c, 90sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_reconstructed, spice, historical, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM
ephemeris_predicted, spice, historical, ultra, l1c, 90sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
ephemeris_90days, spice, historical, ultra, l1c, 90sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
attitude_history, spice, historical, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM
imap_frames, spice, historical, ultra, l1c, 90sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l1c, 90sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
planetary_ephemeris, spice, historical, ultra, l1c, 90sensor-heliopset, HARD_NO_TRIGGER, DOWNSTREAM
pointing_attitude, spice, historical, ultra, l1c, 90sensor-heliopset, HARD, DOWNSTREAM

# L2 ENA Map Names break down as:
# <short instrument (and sensor) descriptor>-<principal data quantity>-<species>-<reference frame>-...cont...
# <survival corrected?>-<spin phase>-<coordinate system>-<resolution>-<duration>
# E.g. u90-ena-h-hf-nsp-full-hae-2deg-3mo is an Ultra 90sensor ENA intensity map of H neutrals, in the heliospheric
# inertial frame, with no survival correction, full spin phase coverage, in the HAE coordinate system,
# at 2 degree resolution, with data taken over a 3 month period.

# Ultra L2 Map Dependencies:
# at least 36 different maps will be made - with the following parameters...
# 3 different time periods              (3mo,       6mo,    1yr)
# 3 different map spacings/resolutions  (2deg,      4deg,   6deg)
# 2 different sensors                   (45sensor,  90sensor)
# 2 different reference frames          (hf,        sf)
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-heliopset, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 90sensor-spacecraftpset, ultra, l2, u90-ena-h-sf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-heliopset, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
ultra, l1c, 45sensor-spacecraftpset, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM


# Ultra L2 depends on the following Spice products:
# spacecraft clock kernel, leap seconds kernel, imap frame kernel, pointing attitude kernel, science frame kernel
# Specify science_frames kernel for all Ultra L2 ENA Maps
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
science_frames, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
# Specify spacecraft_clock kernel for all Ultra L2 ENA Maps
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-hf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u45-ena-h-sf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-2deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-4deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-hf-nsp-full-hae-6deg-6mo, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-1yr, HARD_NO_TRIGGER, DOWNSTREAM
spacecraft_clock, spice, historical, ultra, l2, u90-ena-h-sf-nsp-full-hae-2deg-3mo, HARD_NO_TRIGGER, DOWNSTREAM
